Age,Education,Marital_Status,Parental_Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount_Purchases,Total_Promo,NumWebVisitsMonth,cluster
67,2,1,1,2,42243,55,4433,34,48,0,2,0,0,5,2,0,3,2,0,7,1
64,2,1,1,2,51195,564,4687,46,230,14,156,82,24,58,9,2,5,8,0,8,0
48,3,0,0,0,68092,1281,4428,7,852,60,207,78,36,48,2,6,10,2,0,5,2
53,2,1,1,1,31814,83,4738,73,35,3,20,4,1,20,2,0,3,2,1,9,1
61,3,0,1,2,51390,353,4892,54,205,20,47,23,2,56,5,2,5,6,0,5,0
43,2,1,0,0,76630,1003,4399,93,255,31,446,40,56,126.5,3,10,11,1,0,1,2
35,0,0,1,1,26868,14,4293,52,0,0,1,8,3,2,1,0,2,1,0,7,1
83,4,0,0,0,48948,902,4746,53,437,8,206,120.5,49,42,7,10,5,2,1,6,2
54,4,0,1,1,55260,1139,4797,81,825,8,53,11,0,126.5,8,10,5,2,0,6,0
70,2,1,1,1,64090,797,4559,8,316,58,161,76,51,126.5,6,9,4,1,0,5,2
68,2,0,1,1,78331,1638,4390,97,756,81,354,120.5,81,61,10,6,7,2,0,4,2
52,4,1,1,1,37087,401,4555,50,194,55,134,15,0,3,4,2,8,3,0,6,0
40,2,0,1,1,21846,84,4483,38,7,17,18,6,10,26,4,0,3,4,0,8,1
68,2,1,0,0,81320,928,4741,61,183,33,493,59,81,57,4,3,10,1,0,2,2
56,2,0,1,1,54137,203,4550,46,171,0,11,0,1,20,4,1,4,2,0,6,1
59,2,1,0,0,66825,858,4583,73,243,81,405,29,40,40,4,5,6,1,0,2,2
53,2,1,0,0,57100,409,4440,19,181,21,69,39,3,96,3,3,6,1,0,3,2
57,2,1,1,3,58917,282,4695,10,151,7,89,0,7,28,4,1,6,5,0,5,0
49,2,0,0,0,85072,1423,4314,94,494,81,391,120.5,11,126.5,3,4,10,1,0,0,2
65,2,0,0,0,86429,1449,4453,10,464,28,556,29,18,37,7,4,7,0,1,2,2
55,2,0,1,1,45684,28,4442,37,5,1,5,10,0,7,1,0,2,1,0,7,1
52,2,1,1,1,47889,67,4409,94,29,0,29,0,5,4,2,0,3,1,0,5,1
40,4,1,0,0,45921,199,4344,23,102,9,49,24,3,12,2,1,6,1,0,4,1
60,4,0,0,0,78420,1453,4598,75,604,28,556,91,28,28,3,10,8,1,0,1,2
34,2,1,0,0,75114,1253,4467,40,571,12,523,63,60,24,3,10,5,1,0,2,2
63,4,0,1,1,52278,1198,4753,24,953,0,71,0,0,126.5,10,5,10,6,0,8,0
54,3,1,1,1,35641,178,4583,11,63,3,67,8,9,28,3,1,4,2,0,7,1
32,2,0,0,0,95529,1990,4806,29,770,29,556,120.5,27,24,7,3,7,1,1,3,2
72,2,1,0,0,62820,976,4647,51,398,61,265,120.5,61,53,3,4,6,1,0,1,2
66,3,1,0,0,73113,1001,4418,86,741,19,154,50,9,28,3,4,7,1,0,2,2
44,4,1,0,0,84169,1919,4559,9,1225,19,403,0,19,0,7,6,6,1,2,3,2
72,1,0,1,1,42607,350,4457,30,156,29,56,30,32,47,3,2,7,2,0,3,0
72,4,0,0,0,74637,1650,4640,73,960,64,464,120.5,0,16,6,9,9,1,1,3,2
71,4,1,1,2,46015,46,4310,25,38,0,2,0,0,6,1,0,3,1,2,7,1
33,2,0,0,0,72354,1228,4671,67,315,26,473,120.5,12,126.5,2,10,6,1,0,1,2
57,3,0,1,1,39858,95,4754,67,15,20,25,2,7,26,2,0,4,1,0,6,1
78,4,1,1,2,34469,62,4289,58,19,6,20,0,5,12,1,1,4,3,0,4,1
40,2,1,1,1,83033,1761,4275,82,812,81,431,120.5,81,33,11,4,10,1,1,5,2
47,3,1,0,0,24401,467,4900,98,73,28,217,10,24,115,6,1,6,3,0,8,0
48,2,1,0,0,77583,1149,4372,93,372,23,384,120.5,12,108,4,5,9,1,1,2,2
44,1,0,0,0,74116,2052,4414,53,871,81,556,120.5,55,126.5,4,4,10,1,1,2,2
33,2,0,0,0,74293,1127,4289,66,375,81,335,93,81,81,5,4,6,1,0,2,2
50,4,1,1,1,68397,1416,4457,6,760,80,466,17,13,80,6,9,5,1,0,3,2
52,4,1,0,0,79632,1113,4315,42,471,0,510,99,21,12,6,4,9,1,0,2,2
37,2,0,1,1,46107,125,4372,78,31,9,27,16,9,33,1,1,4,1,0,3,1
75,4,0,1,1,64950,966,4919,29,819,0,72,12,0,63,11,2,10,2,1,7,0
37,0,1,1,1,25443,32,4787,82,1,4,3,8,9,7,1,0,3,1,0,8,1
74,2,0,0,0,75127,833,4271,92,203,35,305,46,17,126.5,2,11,5,1,0,1,2
55,4,1,1,1,32892,46,4268,78,26,0,15,2,1,2,3,0,3,2,0,8,1
55,2,1,0,0,71796,960,4481,54,354,21,311,120.5,75,32,9,3,4,1,0,4,2
56,4,1,1,1,67536,1829,4636,45,1225,0,447,23,71,35,11,5,11,3,1,8,0
55,2,0,1,1,55239,779,4583,59,371,17,238,23,24,106,7,5,11,3,0,5,0
51,4,0,1,1,60554,811,4557,8,588,7,76,110,15,15,8,4,9,2,0,6,0
74,1,0,1,2,64831,1120,4617,51,480,81,249,75,81,126.5,6,3,5,8,0,6,0
64,4,1,1,1,56067,725,4577,51,517,12,54,16,6,120,7,4,7,2,0,5,0
43,2,0,0,0,82025,1187,4630,76,267,81,556,48,70,98,3,2,6,1,1,1,2
73,2,1,0,0,94384,2302,4715,62,1111,24,556,120.5,45,126.5,5,8,5,0,3,2,2
40,0,0,0,0,14906,66,4787,86,7,7,14,7,16,15,2,1,3,3,0,7,1
39,4,1,0,0,51563,1250,4869,60,1166,0,48,0,0,36,4,4,10,1,2,8,0
44,1,1,1,1,57937,683,4366,56,261,42,144,55,48,126.5,4,4,9,3,0,3,2
47,2,0,1,2,68274,305,4505,83,135,25,51,23,25,46,4,2,5,2,0,3,0
49,2,1,1,1,39771,50,4438,92,6,2,18,2,8,14,2,0,3,1,0,4,1
51,1,0,1,1,67893,995,4869,31,711,28,142,49,18,47,3,2,9,2,0,8,0
47,4,1,1,1,27922,41,4283,80,11,0,13,2,4,11,2,0,3,1,0,4,1
50,4,1,1,2,52190,77,4285,39,42,0,17,0,0,18,2,1,3,3,1,5,1
53,3,0,1,2,44051,171,4749,20,79,7,58,6,3,18,3,1,4,4,0,6,1
55,4,0,1,2,42767,131,4647,53,20,6,43,19,5,38,3,1,2,1,0,8,1
50,3,1,1,2,46106,54,4282,84,30,0,8,2,0,14,1,1,2,1,0,6,1
50,4,1,1,2,16927,53,4737,50,20,2,23,3,1,4,3,0,4,5,0,8,1
61,2,1,1,1,59754,475,4808,96,115,27,44,4,81,126.5,5,2,6,3,0,5,0
74,2,0,1,1,53700,694,4914,94,263,5,233,69,41,83,5,5,8,4,0,5,0
53,2,1,1,2,59041,96,4286,25,69,2,15,2,2,6,2,0,4,2,0,5,1
69,4,0,1,1,54237,361,4661,48,267,3,30,4,0,57,5,2,5,4,0,6,0
59,2,0,1,1,70647,1079,4879,65,561,81,171,25,81,114,4,7,13,2,0,2,2
64,4,0,1,1,52597,578,4286,69,492,0,37,7,0,42,6,3,8,3,0,5,0
57,3,1,1,1,41021,64,4779,12,14,7,9,6,16,12,2,0,3,2,0,6,1
51,4,1,1,1,40233,149,4491,84,80,4,46,0,17,2,2,1,5,5,0,6,1
46,2,1,1,2,50183,231,4237,47,97,12,84,13,10,15,3,1,6,7,0,5,0
67,2,1,1,1,54753,728,4523,87,197,81,227,7,59,126.5,5,2,11,3,0,4,0
53,2,1,0,0,92955,1778,4547,35,693,21,556,31,24,84,6,7,9,1,2,2,2
53,2,1,1,1,33471,93,4858,47,43,2,27,0,9,12,3,0,4,3,0,7,1
52,4,1,1,1,34596,23,4675,48,14,0,2,0,0,7,1,0,2,1,0,8,1
46,2,1,1,1,44010,662,4857,46,186,36,234,86,72,48,10,2,6,6,0,9,0
38,2,1,0,0,84219,1198,4380,27,434,81,400,45,81,45,3,4,10,1,0,1,2
58,4,1,1,3,40706,81,4761,37,59,0,11,4,2,5,3,0,4,4,0,7,1
38,1,1,1,1,15716,92,4827,8,16,5,30,8,7,26,3,0,4,3,0,8,1
67,1,0,1,1,59052,491,4457,29,230,35,75,63,57,31,7,1,7,3,0,5,0
55,3,1,0,0,80573,1564,4856,85,829,81,430,60,81,15,4,6,13,1,0,2,2
64,2,1,0,0,83715,926,4379,2,318,8,407,120.5,35,8,2,8,13,1,0,0,2
67,3,1,0,0,82576,1910,4930,66,1206,55,445,120.5,18,18,2,4,12,1,1,1,2
61,3,1,1,3,56962,411,4494,60,292,3,77,10,3,26,6,3,5,7,0,7,0
74,2,1,1,2,35704,94,4410,54,30,9,12,2,11,30,2,0,4,3,0,4,1
72,2,1,1,1,53103,1085,4523,70,729,17,133,11,0,126.5,10,6,7,5,1,7,0
66,1,0,1,2,46779,23,4585,55,12,1,3,0,0,7,0,1,2,1,0,4,1
61,2,0,0,0,4861,6,4240,20,2,1,1,1,0,1,0,0,0,0,0,14,1
47,3,0,1,1,33462,54,4559,78,22,3,18,0,0,11,2,0,3,1,0,7,1
48,2,0,1,1,63693,1150,4491,63,587,43,337,42,81,54,11,6,9,3,0,6,0
76,2,1,0,0,80763,1415,4551,17,674,81,108,120.5,42,126.5,5,11,6,1,2,3,2
52,4,1,1,1,65352,405,4545,43,284,3,84,4,7,23,4,2,8,2,0,4,0
48,4,1,0,0,82170,1908,4449,13,1023,81,556,49,55,37,5,6,7,1,0,2,2
57,2,1,0,0,75759,2486,4480,46,1225,22,556,89,81,126.5,9,7,9,1,3,5,2
50,1,0,0,0,79689,1315,4646,65,311,26,556,120.5,37,121,4,9,13,1,0,2,2
70,4,0,1,2,35340,45,4233,1,27,0,12,0,1,5,2,0,3,2,0,5,1
72,2,0,0,0,85683,1789,4333,6,1225,17,311,45,69,51,2,4,10,1,4,1,2
54,1,1,1,1,24884,19,4810,32,3,6,7,0,0,3,0,0,3,1,0,7,1
45,3,1,1,1,42021,573,4900,34,393,5,136,7,5,27,10,1,6,5,1,9,0
37,2,0,1,1,64449,805,4364,70,218,63,282,120.5,35,70,5,3,12,4,0,4,2
72,2,0,1,2,64587,108,4240,49,66,0,16,0,6,20,1,1,4,2,0,3,1
31,2,0,0,0,34824,23,4328,65,4,2,11,2,0,4,1,0,2,1,0,6,1
48,2,1,0,0,75437,1493,4465,25,795,0,545,95,58,0,8,4,10,1,1,6,2
69,2,1,1,2,26091,89,4357,84,15,10,19,8,17,20,2,1,3,3,0,5,1
53,2,1,1,1,52845,936,4553,7,384,25,292,120.5,41,64,8,8,6,3,1,6,0
70,2,0,1,1,46086,343,4471,34,244,8,32,7,2,50,3,1,8,4,0,4,0
70,4,0,1,1,78028,528,4890,38,158,19,288,25,0,38,6,4,9,1,2,7,0
39,4,0,0,0,95169,1901,4496,1,1225,21,449,106,20,20,4,3,4,1,2,1,2
45,1,1,1,2,56337,724,4692,25,349,16,144,28,5,126.5,8,5,4,5,2,8,0
39,2,1,1,1,22434,58,4734,25,4,12,11,3,13,15,2,0,3,2,0,8,1
72,4,1,1,1,36930,297,4641,50,223,2,31,0,2,39,5,2,4,5,0,8,0
72,2,0,1,1,36130,488,4745,46,157,43,127,68,56,37,3,8,4,6,1,4,0
73,3,1,1,1,65569,859,4834,96,397,46,288,20,38,70,6,5,10,2,0,3,0
74,2,1,0,0,83844,1574,4646,57,901,31,345,75,31,126.5,4,4,11,1,1,1,2
58,2,1,1,2,19514,69,4387,47,14,3,21,2,1,28,3,1,2,4,1,8,1
63,4,0,1,2,36736,17,4648,52,10,0,3,0,0,4,1,0,2,1,0,6,1
47,2,1,1,1,77568,2194,4906,30,1225,0,396,120.5,81,126.5,10,2,8,1,3,5,2
50,4,1,1,1,49187,116,4402,63,81,1,31,2,1,0,1,1,5,1,0,2,1
48,2,0,1,1,30168,279,4712,51,154,20,66,0,12,27,6,1,4,7,0,9,0
58,3,1,1,1,34053,103,4890,14,63,0,21,7,0,12,3,0,3,1,0,8,1
55,3,1,1,2,38196,44,4305,20,30,0,11,0,0,3,2,0,4,3,0,5,1
75,3,1,0,0,59412,406,4304,56,90,67,165,30,43,11,4,2,8,1,0,3,2
61,1,1,0,0,70924,1363,4316,41,635,81,254,120.5,81,76,6,6,7,1,1,3,2
57,2,1,0,0,54165,236,4630,72,127,4,73,15,6,11,2,1,7,1,0,2,2
53,2,1,1,1,32300,39,4775,1,13,3,6,6,5,6,1,0,3,1,0,8,1
50,2,0,0,0,20180,137,4727,27,18,42,24,15,20,18,2,1,4,1,0,7,1
53,2,1,1,1,34961,79,4243,77,45,2,26,4,1,1,3,1,3,3,0,7,1
52,4,1,1,1,28440,63,4590,87,38,1,24,0,0,0,2,0,3,1,0,8,1
73,4,1,1,3,64504,1314,4715,81,986,36,168,16,0,108,11,3,4,7,0,7,0
60,3,1,1,1,33564,71,4238,51,61,0,3,0,0,7,1,1,3,1,0,5,1
48,2,1,1,1,17345,58,4836,79,4,9,16,17,0,12,2,1,2,2,0,8,1
59,4,1,1,1,56320,702,4680,11,201,53,172,116,77,83,5,4,9,3,0,4,0
48,2,0,1,1,28647,94,4545,54,19,8,29,0,12,26,2,2,2,1,1,7,1
39,0,0,1,1,15038,80,4749,93,4,8,11,19,12,26,2,1,2,2,0,9,1
68,4,0,1,1,32173,22,4565,0,18,0,2,0,0,2,1,0,3,1,0,4,1
62,1,1,1,1,68316,1211,4835,54,806,80,161,120,11,33,10,7,10,5,0,6,0
55,2,1,0,0,74538,1461,4598,21,380,81,556,110,81,28,8,8,5,1,1,3,2
55,2,0,0,0,91700,1968,4761,58,576,81,556,120.5,81,19,8,6,5,1,0,3,2
57,2,1,0,0,68695,1091,4237,3,458,81,356,106,50,40,4,4,7,1,0,2,2
49,1,1,1,1,31056,55,4756,99,5,10,13,3,8,16,1,0,3,1,0,8,1
53,2,1,0,0,79593,1366,4281,70,350,60,556,110,81,126.5,5,6,7,1,1,2,2
46,2,0,0,0,28071,313,4902,65,39,33,130,41,26,44,5,1,5,2,0,8,0
68,4,1,1,2,37334,62,4356,44,26,1,16,2,2,15,3,0,4,4,0,4,1
54,3,0,1,2,46423,92,4517,6,68,0,16,0,0,8,2,0,4,3,0,7,1
55,4,1,1,1,37126,72,4324,9,45,3,9,4,4,7,1,2,2,1,1,6,1
73,2,1,1,1,47703,655,4629,95,359,0,134,13,26,123,6,3,8,4,0,5,0
67,2,1,1,1,61180,704,4300,70,403,24,29,6,24,126.5,5,5,6,2,1,3,0
72,2,1,1,2,38998,54,4836,92,34,1,14,0,0,5,2,0,3,3,0,8,1
35,2,0,0,0,8028,178,4882,62,73,18,66,7,12,2,0,1,0,15,0,19,1
64,2,1,0,0,76081,1033,4270,85,292,30,415,63,33,126.5,4,5,4,1,1,2,2
40,2,1,1,1,34728,36,4567,2,14,0,16,0,0,6,1,1,2,1,0,6,1
61,3,0,1,1,33168,122,4857,0,80,1,37,0,1,3,2,1,4,3,0,7,1
60,3,1,1,1,33585,122,4510,91,30,11,33,13,6,29,2,0,4,1,0,4,1
66,4,1,1,1,77037,1123,4492,3,463,81,333,120.5,53,10,7,7,12,1,0,3,2
42,2,1,1,1,35196,497,4826,68,75,12,141,43,39,126.5,6,1,5,6,0,8,0
60,2,1,1,1,44529,691,4592,98,538,13,91,17,6,26,6,2,11,6,1,5,0
61,1,1,0,0,70924,1363,4316,41,635,81,254,120.5,81,76,6,6,7,1,1,3,2
60,4,1,1,2,28764,12,4257,16,8,0,3,0,0,1,1,0,2,1,1,8,1
77,4,1,0,0,69098,2440,4731,82,1225,22,556,120.5,0,126.5,7,8,9,1,0,5,2
56,1,0,1,2,25959,56,4733,1,4,2,12,7,5,26,1,2,2,2,0,6,1
43,3,1,1,1,27100,37,4683,64,12,0,13,2,0,10,1,0,3,1,0,7,1
41,2,0,0,0,70596,968,4865,68,347,44,534,17,0,26,3,5,12,1,0,2,2
52,2,1,1,1,42557,270,4902,98,192,5,53,0,5,15,6,1,4,4,0,8,0
75,4,1,0,0,53312,278,4557,32,241,0,12,0,0,25,5,1,5,1,0,7,1
74,2,0,0,0,72228,1250,4812,87,631,28,491,30,14,56,6,7,8,1,0,3,2
39,2,1,0,0,67605,938,4688,84,336,28,282,120.5,54,54,2,8,6,1,0,1,2
77,3,1,1,2,62845,1178,4869,3,1099,0,45,0,0,34,3,4,10,11,1,8,0
68,2,1,1,2,65196,1155,4572,34,743,19,181,12,0,126.5,7,6,11,2,1,5,0
39,4,0,0,0,42000,653,4768,23,124,81,267,85,59,35,5,2,11,2,0,5,2
53,4,0,1,2,35860,49,4274,37,15,0,8,4,2,20,1,1,2,2,1,5,1
62,4,1,1,1,65526,506,4312,22,397,19,69,12,0,9,4,4,8,1,0,2,0
65,2,1,1,2,16860,38,4888,19,10,4,4,3,3,14,1,1,3,3,0,7,1
34,2,0,0,0,83528,1650,4292,7,530,81,556,120.5,44,126.5,4,10,8,1,2,1,2
61,1,0,1,1,64176,1826,4928,52,1215,33,249,64,81,126.5,8,9,8,8,0,6,0
70,2,0,0,0,22304,18,4927,91,3,2,7,0,4,2,1,0,2,1,0,8,1
48,2,1,0,0,67023,906,4350,93,444,44,382,11,8,17,3,7,13,1,0,2,2
55,4,1,1,1,32892,46,4268,78,26,0,15,2,1,2,3,0,3,2,0,8,1
60,2,1,1,1,70713,1477,4806,23,736,81,279,82,76,126.5,5,6,8,6,0,3,0
71,2,1,1,1,59925,766,4809,83,473,21,176,19,21,56,9,2,9,3,0,6,0
73,2,1,1,1,39722,47,4358,92,32,0,5,2,0,8,2,0,3,2,0,5,1
68,2,1,0,0,46610,467,4579,4,288,10,30,4,10,125,6,1,6,1,0,6,0
65,2,1,0,0,88347,2116,4594,32,1050,81,555,77,81,118,4,7,9,1,1,1,2
45,4,1,0,0,87171,1298,4657,27,1001,44,107,58,44,44,6,7,11,1,2,2,2
50,1,1,1,2,26907,22,4546,10,9,1,7,0,3,2,1,0,3,2,0,7,1
58,3,0,1,1,50014,396,4391,9,234,14,77,19,10,42,4,1,8,2,0,5,0
48,4,1,1,1,41014,20,4666,65,7,2,6,2,0,3,1,0,2,1,0,7,1
61,2,0,0,0,66294,967,4337,68,251,81,334,65,81,117,4,3,5,1,0,2,2
55,2,1,1,1,36715,357,4822,16,172,10,125,21,13,16,7,2,4,6,0,9,0
70,2,1,0,0,79456,1401,4909,12,565,42,548,64,81,99,5,6,4,1,0,3,2
44,2,1,1,1,40479,15,4549,95,5,0,8,2,0,0,0,0,3,1,0,4,1
56,3,0,0,0,75345,2087,4745,16,918,57,556,99,38,126.5,5,8,6,1,1,3,2
49,2,1,1,1,54233,981,4743,46,652,8,158,21,0,126.5,11,6,5,4,0,8,0
56,2,0,1,2,24163,17,4493,3,4,1,7,2,1,2,1,0,3,2,0,4,1
68,4,1,0,0,84460,523,4774,80,152,27,103,106,54,81,9,9,4,0,4,5,2
43,2,1,1,1,43776,23,4290,77,8,0,9,2,1,3,1,0,2,1,0,6,1
68,4,0,0,0,71691,1192,4337,0,336,81,411,120.5,32,43,4,7,5,1,0,2,2
53,4,1,0,0,85844,1958,4264,62,938,19,556,25,81,38,6,6,7,1,1,2,2
52,4,0,1,1,39190,133,4297,91,68,8,18,19,8,12,2,1,4,2,0,5,1
67,2,1,0,0,71367,777,4543,24,227,23,389,42,21,75,4,5,7,1,0,2,2
54,4,0,1,2,38578,73,4605,2,38,4,22,3,3,3,3,0,3,3,0,8,1
61,4,1,1,2,57236,121,4342,22,105,0,9,2,1,4,2,1,4,3,0,3,1
47,2,0,1,1,61825,424,4559,56,162,50,100,55,30,27,4,2,8,1,0,4,0
68,2,0,1,1,79803,868,4260,54,574,8,216,21,16,33,4,3,5,1,0,1,2
40,1,0,0,0,80910,756,4839,71,160,80,369,67,39,41,3,3,8,1,0,1,2
44,3,1,1,1,27590,12,4665,38,6,0,5,0,0,1,1,0,2,1,0,7,1
47,2,1,1,1,56775,937,4776,62,614,35,160,58,35,35,5,8,10,2,0,5,0
51,2,0,0,0,83829,1862,4497,78,897,81,430,120.5,81,27,4,7,6,0,3,1,2
47,1,1,1,1,54210,367,4638,18,70,54,109,80,9,45,4,1,7,2,0,5,0
40,2,1,1,1,38508,443,4564,95,120,19,206,25,19,54,7,2,5,6,0,8,0
56,2,1,1,1,53187,267,4479,66,211,2,30,7,7,10,4,1,6,2,0,5,1
54,2,1,1,1,30023,61,4330,28,11,0,16,7,6,21,2,0,3,1,0,8,1
66,4,0,0,0,76045,1323,4459,78,760,53,400,17,81,0,4,5,11,1,1,2,2
74,4,1,1,1,50870,63,4243,13,53,0,8,0,0,2,2,0,3,1,0,5,1
56,1,1,0,0,15315,64,4563,27,7,4,13,15,8,17,2,0,4,2,0,5,1
52,1,1,1,1,65463,562,4383,17,391,32,70,21,32,16,6,2,9,2,1,5,0
61,2,1,1,2,66480,312,4262,71,199,9,57,20,21,6,4,1,7,7,0,4,0
72,2,0,0,0,76773,1156,4722,79,516,56,449,86,33,16,2,2,11,1,0,1,2
43,1,0,0,0,81698,1104,4718,1,709,45,115,30,81,45,8,2,5,1,1,5,2
53,4,0,1,2,54466,16,4373,78,12,0,4,0,0,0,1,0,2,1,0,5,1
66,3,0,0,0,98777,2008,4365,23,1000,19,556,120.5,81,38,4,6,9,0,1,1,2
42,4,0,1,1,16269,44,4536,75,19,3,18,3,1,0,3,0,3,3,0,8,1
55,2,1,1,1,71819,1574,4538,70,1224,28,140,0,14,126.5,3,3,5,3,2,6,0
43,4,1,1,1,33569,63,4489,10,16,2,18,3,0,24,1,1,2,1,1,8,1
43,3,1,0,0,36262,426,4515,24,88,39,54,64,28,126.5,3,5,3,1,1,6,2
60,0,1,0,0,22634,96,4762,47,2,23,11,8,6,46,2,1,2,1,0,8,1
48,1,1,1,1,47025,635,4523,98,508,11,59,23,5,29,11,1,6,5,0,9,0
58,2,0,1,1,70566,757,4499,4,381,28,215,84,28,21,6,5,9,2,0,3,2
47,4,1,1,1,31605,125,4817,15,74,0,42,2,1,6,2,1,4,2,0,7,1
53,3,0,1,2,52034,332,4641,67,146,0,93,7,13,73,4,2,5,5,0,7,0
47,2,0,1,1,48526,135,4420,32,23,17,23,43,20,9,2,1,4,1,0,3,1
72,2,1,1,1,46734,330,4821,40,110,5,137,26,23,29,6,1,5,2,0,7,0
64,2,0,1,2,39552,384,4791,54,165,3,147,4,24,41,6,2,5,7,0,8,0
60,2,0,1,2,86358,1722,4923,78,957,47,494,82,47,95,5,3,6,4,0,8,0
49,2,1,1,3,46931,78,4299,94,41,0,17,3,1,16,1,1,3,2,0,3,1
41,0,0,0,0,16581,24,4766,51,1,3,4,2,3,11,0,0,3,1,0,4,1
74,1,0,0,0,63998,1168,4424,42,176,29,556,0,33,112,7,6,11,1,0,4,2
75,3,1,1,1,67381,957,4763,67,815,8,53,11,0,70,2,2,9,4,1,7,0
59,2,0,1,2,25930,15,4495,87,6,1,2,2,0,4,1,0,2,1,0,7,1
48,2,1,1,1,42693,57,4255,29,8,4,20,6,3,16,1,0,3,1,0,5,1
50,2,1,1,1,85606,1956,4827,89,717,42,556,120.5,30,84,6,7,9,2,1,3,2
41,2,0,0,0,72903,2013,4476,74,1067,81,556,0,19,39,7,5,8,1,3,4,2
52,1,1,1,1,49669,326,4269,97,166,5,107,11,8,29,5,1,6,2,0,6,0
58,4,1,1,2,36778,77,4926,63,29,4,34,2,4,4,3,0,3,3,0,9,1
64,4,0,0,0,85696,1313,4655,88,714,76,395,116,0,12,4,6,9,1,0,1,2
37,3,0,0,0,10979,30,4271,34,8,4,10,2,2,4,3,0,3,2,0,5,1
65,2,1,1,1,49678,315,4745,81,229,5,56,3,2,20,6,2,4,2,0,7,0
73,3,1,1,1,56129,660,4607,65,320,48,133,39,72,48,6,2,10,4,0,4,0
37,2,1,1,1,37155,74,4747,51,23,0,26,7,15,3,2,0,4,1,0,5,1
48,1,0,1,1,21282,46,4282,76,1,5,8,4,8,20,2,1,2,2,0,6,1
64,4,0,1,1,33419,86,4549,76,56,0,12,0,0,18,2,0,4,2,0,7,1
81,2,0,0,0,63285,1103,4469,84,508,81,249,50,38,126.5,6,5,13,1,0,3,2
52,3,1,1,1,21255,61,4392,56,29,0,25,2,2,3,2,1,4,4,0,4,1
45,2,1,1,1,42162,145,4455,31,46,7,59,2,4,27,3,1,3,2,1,6,1
70,2,1,1,2,54450,684,4886,0,454,0,171,8,19,32,9,2,8,12,0,8,0
72,4,1,1,1,57744,411,4462,91,350,3,39,0,0,19,9,1,4,2,0,8,0
40,2,0,1,1,26576,27,4857,40,10,0,8,0,0,9,1,0,2,1,1,9,1
83,4,0,0,0,57513,1060,4591,59,735,40,183,52,20,30,9,3,13,2,0,6,2
62,2,1,1,1,68142,1459,4902,96,897,81,196,91,81,37,10,4,7,3,0,6,0
47,2,1,1,1,7500,18,4902,61,5,2,3,3,0,5,1,0,2,1,0,8,1
52,2,1,0,0,83145,1833,4878,14,777,35,556,39,81,114,5,9,11,1,1,2,2
66,3,1,1,1,54197,237,4320,16,162,6,37,6,13,13,1,3,6,2,0,1,1
63,4,0,1,2,23091,48,4265,98,35,0,11,0,0,2,2,1,3,4,0,7,1
50,2,1,1,2,46049,515,4576,11,342,9,112,19,14,19,5,2,9,10,0,7,0
52,2,1,0,0,56715,1020,4804,52,258,81,239,120.5,81,9,7,3,4,1,0,4,2
65,2,1,0,0,79410,1370,4264,19,658,80,483,120.5,13,13,3,2,5,1,0,1,2
75,2,1,1,1,57304,1026,4708,61,356,80,329,120.5,17,106,7,6,10,2,0,5,0
61,2,1,1,1,44375,301,4331,73,213,5,28,7,7,41,4,1,6,1,0,5,1
70,2,1,1,2,54450,684,4886,0,454,0,171,8,19,32,9,2,8,12,0,8,0
61,2,1,1,1,59594,499,4850,74,457,4,29,0,0,9,8,1,7,1,1,7,0
32,2,1,0,0,80685,1004,4909,55,241,45,556,34,26,54,6,4,10,1,0,2,2
52,4,1,1,1,40344,218,4492,48,210,0,6,0,0,2,4,1,5,2,0,7,1
54,2,1,1,1,62710,606,4635,53,441,35,83,7,29,11,4,2,12,4,0,4,0
58,1,1,1,1,48985,75,4592,13,19,13,18,10,7,8,1,1,3,1,0,3,1
58,2,1,1,3,35322,106,4909,34,28,9,37,12,7,13,2,0,4,3,0,8,1
78,2,1,0,0,77142,990,4629,54,476,75,162,29,81,97,4,4,8,1,0,2,2
57,2,0,0,0,81657,1097,4391,69,364,40,425,120.5,60,50,3,4,8,1,0,1,2
30,0,1,0,0,14421,16,4365,81,0,0,2,3,3,8,1,0,2,1,1,5,1
52,1,1,0,0,20130,34,4337,99,0,6,3,7,6,12,1,0,3,1,0,8,1
36,4,1,0,0,74214,1711,4905,3,863,81,547,86,81,33,8,2,5,1,0,5,2
69,3,1,1,2,66726,438,4401,61,349,7,35,0,0,47,8,2,4,3,1,7,0
47,0,1,1,1,23724,75,4770,65,5,23,15,0,18,14,2,0,3,2,0,8,1
66,3,1,1,1,47353,225,4461,93,184,2,19,8,8,4,2,2,6,3,0,5,1
74,3,1,1,2,33444,18,4836,24,8,0,8,0,0,2,1,0,2,1,0,8,1
45,2,1,1,1,54386,470,4641,8,277,21,64,62,21,25,3,2,10,2,0,3,0
45,2,0,1,2,28510,91,4675,72,44,5,19,0,4,19,2,0,4,3,0,5,1
35,3,0,0,0,90638,2510.625,4369,29,1156,81,556,94,81,96,3,4,10,1,1,1,2
76,2,1,1,1,48070,504,4765,33,373,14,83,6,9,19,8,2,6,3,0,7,0
69,2,1,1,1,43140,235,4773,68,134,8,76,6,0,11,4,1,5,1,0,6,1
65,4,0,1,1,54959,1232,4759,55,1148,0,60,0,0,24,9,5,4,3,1,7,0
